cord_uid,display_name,title,license,publish_time,journal,relevance_score,works_count,cited_by_count,last_known_institution,research_field,institution_name,institution_relevance_score,country_code,type,institution_cited_by_count,institution_main_research_field,issn,journal_display_name,journal_publisher,journal_relevance_score,journal_cited_count,main_research_field
rr2wwvue,Soledad Sacristán,Association and Host Selectivity in Multi-Host Pathogens,cc-by,2006-12-20,PLoS One,2035.7839,25,1935,Technical University of Madrid,Genetics,Technical University of Madrid,58576.05,ES,education,1355701,Computer science,,,,,,
rr2wwvue,Aurora Fraile,Association and Host Selectivity in Multi-Host Pathogens,cc-by,2006-12-20,PLoS One,2173.6567,82,2343,Technical University of Madrid,Biology,Technical University of Madrid,58576.05,ES,education,1355701,Computer science,,,,,,
rr2wwvue,Fernando García-Arenal,Association and Host Selectivity in Multi-Host Pathogens,cc-by,2006-12-20,PLoS One,2942.9062,161,3786,Centro de Biología Molecular Severo Ochoa,Biology,,,,,,,,,,,,
1n0rg5vd,Don Klinkenberg,The Effectiveness of Contact Tracing in Emerging Epidemics,cc-by,2006-12-20,PLoS One,3320.0156,90,5429,National Institute for Public Health and the Environment,Medicine,National Institute for Public Health and the Environment,45325.98,NL,facility,597941,Biology,,,,,,
1n0rg5vd,Don Klinkenberg,The Effectiveness of Contact Tracing in Emerging Epidemics,cc-by,2006-12-20,PLoS One,3320.0156,90,5429,National Institute for Public Health and the Environment,Medicine,National Institute for Public Health and the Environment,45325.98,NL,facility,597941,Biology,,,,,,
sasijnks,Don Klinkenberg,Self-Interest versus Group-Interest in Antiviral Control,cc-by,2008-02-13,PLoS One,3320.0156,90,5429,National Institute for Public Health and the Environment,Medicine,National Institute for Public Health and the Environment,45325.98,NL,facility,597941,Biology,,,,,,
sasijnks,Don Klinkenberg,Self-Interest versus Group-Interest in Antiviral Control,cc-by,2008-02-13,PLoS One,3320.0156,90,5429,National Institute for Public Health and the Environment,Medicine,National Institute for Public Health and the Environment,45325.98,NL,facility,597941,Biology,,,,,,
sasijnks,Michiel van Boven,Self-Interest versus Group-Interest in Antiviral Control,cc-by,2008-02-13,PLoS One,2725.9666,88,2739,National Institute for Public Health and the Environment,Medicine,National Institute for Public Health and the Environment,45325.98,NL,facility,597941,Biology,,,,,,
1n0rg5vd,Christophe Fraser,The Effectiveness of Contact Tracing in Emerging Epidemics,cc-by,2006-12-20,PLoS One,5276.746,346,20673,University of Oxford,Medicine,University of Oxford,176244.92,GB,education,24130545,Biology,,,,,,
1n0rg5vd,Christophe Fraser,The Effectiveness of Contact Tracing in Emerging Epidemics,cc-by,2006-12-20,PLoS One,5276.746,346,20673,University of Oxford,Medicine,University of Oxford,176244.92,GB,education,24130545,Biology,,,,,,
yfn8sy1m,Christophe Fraser,Estimating Individual and Household Reproduction Numbers in an Emerging Epidemic,cc-by,2007-08-22,PLoS One,5276.746,346,20673,University of Oxford,Medicine,University of Oxford,176244.92,GB,education,24130545,Biology,,,,,,
yfn8sy1m,Christophe Fraser,Estimating Individual and Household Reproduction Numbers in an Emerging Epidemic,cc-by,2007-08-22,PLoS One,5276.746,346,20673,University of Oxford,Medicine,University of Oxford,176244.92,GB,education,24130545,Biology,,,,,,
d08buwtu,Quentin J Sattentau,Analysis of Memory B Cell Responses and Isolation of Novel Monoclonal Antibodies with Neutralizing Breadth from HIV-1-Infected Individuals,cc-by,2010-01-20,PLoS One,4875.113,225,11460,University of Oxford,Biology,University of Oxford,176244.92,GB,education,24130545,Biology,,,,,,
d08buwtu,Quentin J Sattentau,Analysis of Memory B Cell Responses and Isolation of Novel Monoclonal Antibodies with Neutralizing Breadth from HIV-1-Infected Individuals,cc-by,2010-01-20,PLoS One,5557.4707,225,11460,University of Oxford,Biology,University of Oxford,176244.92,GB,education,24130545,Biology,,,,,,
nzh87aux,Peter Caley,The Waiting Time for Inter-Country Spread of Pandemic Influenza,cc-by,2007-01-03,PLoS One,1579.6411,59,1562,Data61,Biology,,,,,,,,,,,,
nzh87aux,Niels G Becker,The Waiting Time for Inter-Country Spread of Pandemic Influenza,cc-by,2007-01-03,PLoS One,2102.9985,89,2757,Australian National University,Medicine,Australian National University,99172.04,AU,education,6874579,Biology,,,,,,
nzh87aux,Niels G Becker,The Waiting Time for Inter-Country Spread of Pandemic Influenza,cc-by,2007-01-03,PLoS One,2102.9985,89,2757,Australian National University,Medicine,Australian National University,99172.04,AU,education,6874579,Biology,,,,,,
ze511t38,Marjan Kljakovic,General Practice and Pandemic Influenza: A Framework for Planning and Comparison of Plans in Five Countries,cc-by,2008-05-28,PLoS One,1792.5746,78,1051,Australian National University,Medicine,Australian National University,99172.04,AU,education,6874579,Biology,,,,,,
ze511t38,Paul Dugdale,General Practice and Pandemic Influenza: A Framework for Planning and Comparison of Plans in Five Countries,cc-by,2008-05-28,PLoS One,884.59784,57,499,Australian National University,Medicine,Australian National University,99172.04,AU,education,6874579,Biology,,,,,,
ze511t38,Nicholas Glasgow,General Practice and Pandemic Influenza: A Framework for Planning and Comparison of Plans in Five Countries,cc-by,2008-05-28,PLoS One,2439.0706,103,3465,Australian National University,Medicine,Australian National University,99172.04,AU,education,6874579,Biology,,,,,,
ntx35a8s,Kathryn Glass,Pandemic (H1N1) 2009 Influenza Community Transmission Was Established in One Australian State When the Virus Was First Identified in North America,cc-by,2010-06-28,PLoS One,1753.503,143,2004,Australian National University,Medicine,Australian National University,99172.04,AU,education,6874579,Biology,,,,,,
ic937w26,Nicole A Siddon,Assessment of Virally Vectored Autoimmunity as a Biocontrol Strategy for Cane Toads,cc0,2011-01-25,PLoS One,391.9042,2,69,Australian National University,Genetics,Australian National University,99172.04,AU,education,6874579,Biology,,,,,,
nzh87aux,David J Philp,The Waiting Time for Inter-Country Spread of Pandemic Influenza,cc-by,2007-01-03,PLoS One,884.40533,25,536,University of Sydney,Medicine,University of Sydney,117240.63,AU,education,10087795,Biology,,,,,,
63bos83o,Samuel Yang,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,1931.9471,127,4984,Stanford University,Biology,Stanford University,287338.8,US,education,45214864,Biology,,,,,,
ueglfhux,Jian Qin,Mathematical Analysis of Copy Number Variation in a DNA Sample Using Digital PCR on a Nanofluidic Device,cc-by,2008-08-06,PLoS One,1687.2366,138,3279,Stanford University,Physics,Stanford University,287338.8,US,education,45214864,Biology,,,,,,
ueglfhux,Jian Qin,Mathematical Analysis of Copy Number Variation in a DNA Sample Using Digital PCR on a Nanofluidic Device,cc-by,2008-08-06,PLoS One,1687.2366,138,3279,Stanford University,Physics,Stanford University,287338.8,US,education,45214864,Biology,,,,,,
ugbwvy6j,James Holland Jones,Early Assessment of Anxiety and Behavioral Response to Novel Swine-Origin Influenza A(H1N1),cc-by,2009-12-03,PLoS One,3016.4973,108,5634,Stanford University,Biology,Stanford University,287338.8,US,education,45214864,Biology,,,,,,
d08buwtu,David C Montefiori,Analysis of Memory B Cell Responses and Isolation of Novel Monoclonal Antibodies with Neutralizing Breadth from HIV-1-Infected Individuals,cc-by,2010-01-20,PLoS One,5802.0493,974,27497,Duke University,Biology,Duke University,179905.58,US,education,20617793,Biology,,,,,,
d08buwtu,David C Montefiori,Analysis of Memory B Cell Responses and Isolation of Novel Monoclonal Antibodies with Neutralizing Breadth from HIV-1-Infected Individuals,cc-by,2010-01-20,PLoS One,7026.82,974,27497,Duke University,Biology,Duke University,179905.58,US,education,20617793,Biology,,,,,,
x2zq0lnt,Tini Garske,The Transmissibility of Highly Pathogenic Avian Influenza in Commercial Poultry in Industrialised Countries,cc-by,2007-04-04,PLoS One,3160.3882,62,3000,Imperial College London,Medicine,Imperial College London,255507.38,GB,education,19581438,Biology,,,,,,
x2zq0lnt,Tini Garske,The Transmissibility of Highly Pathogenic Avian Influenza in Commercial Poultry in Industrialised Countries,cc-by,2007-04-04,PLoS One,3160.3882,62,3000,Imperial College London,Medicine,Imperial College London,255507.38,GB,education,19581438,Biology,,,,,,
z4sutqos,Tini Garske,Travel Patterns in China,cc-by,2011-02-02,PLoS One,3160.3882,62,3000,Imperial College London,Medicine,Imperial College London,255507.38,GB,education,19581438,Biology,,,,,,
z4sutqos,Tini Garske,Travel Patterns in China,cc-by,2011-02-02,PLoS One,3160.3882,62,3000,Imperial College London,Medicine,Imperial College London,255507.38,GB,education,19581438,Biology,,,,,,
x2zq0lnt,Azra C Ghani,The Transmissibility of Highly Pathogenic Avian Influenza in Commercial Poultry in Industrialised Countries,cc-by,2007-04-04,PLoS One,6683.7783,330,19879,Imperial College London,Medicine,Imperial College London,255507.38,GB,education,19581438,Biology,,,,,,
hqc7u9w3,Neil M Ferguson,Transmission Parameters of the 2001 Foot and Mouth Epidemic in Great Britain,cc-by,2007-06-06,PLoS One,6849.399,617,33463,Imperial College London,Medicine,Imperial College London,255507.38,GB,education,19581438,Biology,,,,,,
hqc7u9w3,Neil M Ferguson,Transmission Parameters of the 2001 Foot and Mouth Epidemic in Great Britain,cc-by,2007-06-06,PLoS One,6849.3975,617,33463,Imperial College London,Medicine,Imperial College London,255507.38,GB,education,19581438,Biology,,,,,,
hqc7u9w3,Neil M Ferguson,Transmission Parameters of the 2001 Foot and Mouth Epidemic in Great Britain,cc-by,2007-06-06,PLoS One,5721.2954,617,33463,Imperial College London,Medicine,Imperial College London,255507.38,GB,education,19581438,Biology,,,,,,
hqc7u9w3,Neil M Ferguson,Transmission Parameters of the 2001 Foot and Mouth Epidemic in Great Britain,cc-by,2007-06-06,PLoS One,6849.399,617,33463,Imperial College London,Medicine,Imperial College London,255507.38,GB,education,19581438,Biology,,,,,,
5kapn32k,Joanne Lo,Efficient Assembly and Secretion of Recombinant Subviral Particles of the Four Dengue Serotypes Using Native prM and E Proteins,cc-by,2009-12-15,PLoS One,865.3506,4,530,Imperial College London,Genetics,Imperial College London,255507.38,GB,education,19581438,Biology,,,,,,
d08buwtu,Simon A Jeffs,Analysis of Memory B Cell Responses and Isolation of Novel Monoclonal Antibodies with Neutralizing Breadth from HIV-1-Infected Individuals,cc-by,2010-01-20,PLoS One,1173.1927,17,780,Imperial College London,Genetics,Imperial College London,255507.38,GB,education,19581438,Biology,,,,,,
x2zq0lnt,Paul Clarke,The Transmissibility of Highly Pathogenic Avian Influenza in Commercial Poultry in Industrialised Countries,cc-by,2007-04-04,PLoS One,2659.8364,281,7306,Norfolk and Norwich University Hospital,Medicine,Norfolk and Norwich University Hospital,29698.791,GB,healthcare,209462,Medicine,,,,,,
s4y6uxsb,Gregory A Korbel,"ElaD, a Deubiquitinating Protease Expressed by E. coli",cc-by,2007-04-18,PLoS One,1209.2604,9,802,Whitehead Institute for Biomedical Research,Biochemistry,Whitehead Institute for Biomedical Research,133321.7,US,facility,4138254,Biology,,,,,,
s4y6uxsb,Gregory A Korbel,"ElaD, a Deubiquitinating Protease Expressed by E. coli",cc-by,2007-04-18,PLoS One,1209.2604,9,802,Whitehead Institute for Biomedical Research,Biochemistry,Whitehead Institute for Biomedical Research,133321.7,US,facility,4138254,Biology,,,,,,
z5klydpi,Gregory A Korbel,Screen for ISG15-crossreactive Deubiquitinases,cc-by,2007-07-25,PLoS One,1209.2604,9,802,Whitehead Institute for Biomedical Research,Biochemistry,Whitehead Institute for Biomedical Research,133321.7,US,facility,4138254,Biology,,,,,,
z5klydpi,Gregory A Korbel,Screen for ISG15-crossreactive Deubiquitinases,cc-by,2007-07-25,PLoS One,1209.2604,9,802,Whitehead Institute for Biomedical Research,Biochemistry,Whitehead Institute for Biomedical Research,133321.7,US,facility,4138254,Biology,,,,,,
s4y6uxsb,Hidde L Ploegh,"ElaD, a Deubiquitinating Protease Expressed by E. coli",cc-by,2007-04-18,PLoS One,11853.023,712,42054,Boston Children's Hospital,Biology,,,,,,,,,,,,
s4y6uxsb,Hidde L Ploegh,"ElaD, a Deubiquitinating Protease Expressed by E. coli",cc-by,2007-04-18,PLoS One,11853.023,712,42054,Boston Children's Hospital,Biology,,,,,,,,,,,,
z5klydpi,Hidde L Ploegh,Screen for ISG15-crossreactive Deubiquitinases,cc-by,2007-07-25,PLoS One,11853.023,712,42054,Boston Children's Hospital,Biology,,,,,,,,,,,,
z5klydpi,Hidde L Ploegh,Screen for ISG15-crossreactive Deubiquitinases,cc-by,2007-07-25,PLoS One,11853.023,712,42054,Boston Children's Hospital,Biology,,,,,,,,,,,,
z5klydpi,Edda Fiebiger,Screen for ISG15-crossreactive Deubiquitinases,cc-by,2007-07-25,PLoS One,3775.2837,120,4519,Boston Children's Hospital,Medicine,,,,,,,,,,,,
xwfptmmv,Man Wai Ng,Situational Awareness and Health Protective Responses to Pandemic Influenza A (H1N1) in Hong Kong: A Cross-Sectional Study,cc-by,2010-10-12,PLoS One,975.63464,36,441,Boston Children's Hospital,Medicine,,,,,,,,,,,,
xkmkwsbv,Sarah Gold,A Clathrin Independent Macropinocytosis-Like Entry Mechanism Used by Bluetongue Virus-1 during Infection of BHK Cells,cc-by,2010-06-29,PLoS One,903.07275,11,639,University of Bristol,Physics,University of Bristol,111696.26,GB,education,9431305,Biology,,,,,,
63bos83o,Kevin L Russell,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,1941.9293,77,3066,Armed Forces Health Surveillance Center,Medicine,Armed Forces Health Surveillance Center,7227.998,US,government,8200,Medicine,,,,,,
63bos83o,Feng Li,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,6134.397,1859,69337,Sichuan University,Chemistry,Sichuan University,78006.234,CN,education,4908967,Biology,,,,,,
63bos83o,Thomas A Hall,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,2788.9856,74,8128,London School of Hygiene & Tropical Medicine,Biology,,,,,,,,,,,,
63bos83o,Brian Libby,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,777.902,2,408,CE Technologies,Computational biology,CE Technologies,10907.328,GB,company,40767,Biology,,,,,,
63bos83o,Nancy Fan,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,544.7334,3,297,Institute of Biochemistry,Genetics,,,,,,,,,,,,
63bos83o,David Moore,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,4895.87,880,30504,Baylor College of Medicine,Medicine,Baylor College of Medicine,192493.84,US,education,13475187,Medicine,,,,,,
elhp6rx6,Brian E Gilbert,Augmented Lung Inflammation Protects against Influenza A Pneumonia,cc-by,2009-01-12,PLoS One,2010.8673,117,3184,Baylor College of Medicine,Biology,Baylor College of Medicine,192493.84,US,education,13475187,Medicine,,,,,,
63bos83o,Lynda Addington,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,546.36847,1,125,Naval Health Research Center,Viral quasispecies,Naval Health Research Center,14110.472,US,facility,87025,Medicine,,,,,,
z76vjkxg,Dennis J Faix,"Triple Combination of Amantadine, Ribavirin, and Oseltamivir Is Highly Active and Synergistic against Drug Resistant Influenza Virus Strains In Vitro",cc0,2010-02-22,PLoS One,2644.6394,56,3462,Naval Health Research Center,Medicine,Naval Health Research Center,14110.472,US,facility,87025,Medicine,,,,,,
z76vjkxg,Patrick J Blair,"Triple Combination of Amantadine, Ribavirin, and Oseltamivir Is Highly Active and Synergistic against Drug Resistant Influenza Virus Strains In Vitro",cc0,2010-02-22,PLoS One,2726.1294,93,5707,Naval Health Research Center,Medicine,Naval Health Research Center,14110.472,US,facility,87025,Medicine,,,,,,
63bos83o,Magdi D Saad,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,1524.5875,30,1106,World Meteorological Organization,Biology,World Meteorological Organization,9792.533,CH,government,24012,Geography,,,,,,
63bos83o,Stanley M Lemon,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,4837.636,405,13356,University of North Carolina at Chapel Hill,Biology,University of North Carolina at Chapel Hill,371616.28,US,education,19056900,Medicine,,,,,,
hqc7u9w3,Irina Chis Ster,Transmission Parameters of the 2001 Foot and Mouth Epidemic in Great Britain,cc-by,2007-06-06,PLoS One,2238.35,50,1191,"St George's, University of London",Medicine,,,,,,,,,,,,
z5klydpi,Paul J Galardy,Screen for ISG15-crossreactive Deubiquitinases,cc-by,2007-07-25,PLoS One,2092.2905,66,2212,Mayo Clinic,Biology,Mayo Clinic,149198.38,US,healthcare,7524087,Medicine,,,,,,
elhp6rx6,Scott E Evans,Augmented Lung Inflammation Protects against Influenza A Pneumonia,cc-by,2009-01-12,PLoS One,461.3116,10,179,Mayo Clinic,Medicine,Mayo Clinic,149198.38,US,healthcare,7524087,Medicine,,,,,,
n9sih438,Viviane Villard,Rapid Identification of Malaria Vaccine Candidates Based on α-Helical Coiled Coil Protein Motif,cc-by,2007-07-25,PLoS One,649.451,7,197,University of Lausanne,Genetics,University of Lausanne,84082.695,CH,education,4229556,Biology,,,,,,
n9sih438,Catherine Servis,Rapid Identification of Malaria Vaccine Candidates Based on α-Helical Coiled Coil Protein Motif,cc-by,2007-07-25,PLoS One,1396.4147,29,914,University of Lausanne,Genetics,University of Lausanne,84082.695,CH,education,4229556,Biology,,,,,,
n9sih438,Giampietro Corradin,Rapid Identification of Malaria Vaccine Candidates Based on α-Helical Coiled Coil Protein Motif,cc-by,2007-07-25,PLoS One,4643.825,248,6661,University of Lausanne,Biology,University of Lausanne,84082.695,CH,education,4229556,Biology,,,,,,
n9sih438,Ali Jafarshad,Rapid Identification of Malaria Vaccine Candidates Based on α-Helical Coiled Coil Protein Motif,cc-by,2007-07-25,PLoS One,915.5249,10,352,Institut Pasteur,Genetics,Institut Pasteur,106386.47,FR,nonprofit,5391764,Biology,,,,,,
n9sih438,Pierre Druilhe,Rapid Identification of Malaria Vaccine Candidates Based on α-Helical Coiled Coil Protein Motif,cc-by,2007-07-25,PLoS One,3502.387,215,6000,Institut Pasteur,Medicine,Institut Pasteur,106386.47,FR,nonprofit,5391764,Biology,,,,,,
osioowtp,Philippe Kourilsky,"IL-1β, IL-6, and RANTES as Biomarkers of Chikungunya Severity",cc-by,2009-01-21,PLoS One,5085.3535,313,13458,Institut Pasteur,Biology,Institut Pasteur,106386.47,FR,nonprofit,5391764,Biology,,,,,,
jy7j8sh0,Francis Delpeyroux,Evidence of Recombination and Genetic Diversity in Human Rhinoviruses in Children with Acute Respiratory Infection,cc-by,2009-07-27,PLoS One,2404.4116,111,2357,Institut Pasteur,Biology,Institut Pasteur,106386.47,FR,nonprofit,5391764,Biology,,,,,,
5kapn32k,Martin Sachse,Efficient Assembly and Secretion of Recombinant Subviral Particles of the Four Dengue Serotypes Using Native prM and E Proteins,cc-by,2009-12-15,PLoS One,2111.2915,53,2997,Institut Pasteur,Biology,Institut Pasteur,106386.47,FR,nonprofit,5391764,Biology,,,,,,
ip32y0j5,James P Di Santo,Generation of Human Antigen-Specific Monoclonal IgM Antibodies Using Vaccinated “Human Immune System” Mice,cc-by,2010-10-04,PLoS One,5899.5337,276,18459,Institut Pasteur,Biology,Institut Pasteur,106386.47,FR,nonprofit,5391764,Biology,,,,,,
n9sih438,Sodiomon B Sirima,Rapid Identification of Malaria Vaccine Candidates Based on α-Helical Coiled Coil Protein Motif,cc-by,2007-07-25,PLoS One,3907.9768,187,4242,Centre National de Recherche et de Formation sur le Paludisme,Biology,Centre National de Recherche et de Formation sur le Paludisme,19478.043,BF,facility,35922,Medicine,,,,,,
n9sih438,Ingrid Felger,Rapid Identification of Malaria Vaccine Candidates Based on α-Helical Coiled Coil Protein Motif,cc-by,2007-07-25,PLoS One,3309.1992,172,4422,Swiss Tropical and Public Health Institute,Biology,Swiss Tropical and Public Health Institute,49750.605,CH,facility,604738,Medicine,,,,,,
n9sih438,Ingrid Felger,Rapid Identification of Malaria Vaccine Candidates Based on α-Helical Coiled Coil Protein Motif,cc-by,2007-07-25,PLoS One,3309.1992,172,4422,Swiss Tropical and Public Health Institute,Biology,Swiss Tropical and Public Health Institute,49750.605,CH,facility,604738,Medicine,,,,,,
6wu024ng,Terrence M Tumpey,"Comparative Efficacy of Hemagglutinin, Nucleoprotein, and Matrix 2 Protein Gene-Based Vaccination against H5N1 Influenza in Mouse and Ferret",cc0,2010-03-23,PLoS One,5745.1997,213,11624,National Center for Immunization and Respiratory Diseases,Biology,National Center for Immunization and Respiratory Diseases,58796.766,US,facility,538648,Medicine,,,,,,
6wu024ng,Terrence M Tumpey,"Comparative Efficacy of Hemagglutinin, Nucleoprotein, and Matrix 2 Protein Gene-Based Vaccination against H5N1 Influenza in Mouse and Ferret",cc0,2010-03-23,PLoS One,5745.1997,213,11624,National Center for Immunization and Respiratory Diseases,Biology,National Center for Immunization and Respiratory Diseases,58796.766,US,facility,538648,Medicine,,,,,,
fec4kt20,Eduardo Azziz-Baumgartner,Hospital Triage System for Adult Patients Using an Influenza-Like Illness Scoring System during the 2009 Pandemic—Mexico,cc0,2010-05-14,PLoS One,4163.7046,149,5506,National Center for Immunization and Respiratory Diseases,Medicine,National Center for Immunization and Respiratory Diseases,58796.766,US,facility,538648,Medicine,,,,,,
543aq9dx,Timothy M Uyeki,Preliminary Findings of a Randomized Trial of Non-Pharmaceutical Interventions to Prevent Influenza Transmission in Households,cc0,2008-05-07,PLoS One,7471.9355,337,26002,Centers for Disease Control and Prevention,Medicine,Centers for Disease Control and Prevention,142231.95,US,government,3755964,Medicine,,,,,,
543aq9dx,Timothy M Uyeki,Preliminary Findings of a Randomized Trial of Non-Pharmaceutical Interventions to Prevent Influenza Transmission in Households,cc0,2008-05-07,PLoS One,6477.5146,337,26002,Centers for Disease Control and Prevention,Medicine,Centers for Disease Control and Prevention,142231.95,US,government,3755964,Medicine,,,,,,
fec4kt20,Marc-Alain Widdowson,Hospital Triage System for Adult Patients Using an Influenza-Like Illness Scoring System during the 2009 Pandemic—Mexico,cc0,2010-05-14,PLoS One,6487.8726,273,16441,Centers for Disease Control and Prevention,Medicine,Centers for Disease Control and Prevention,142231.95,US,government,3755964,Medicine,,,,,,
fec4kt20,Steve Waterman,Hospital Triage System for Adult Patients Using an Influenza-Like Illness Scoring System during the 2009 Pandemic—Mexico,cc0,2010-05-14,PLoS One,1986.4502,13,2340,Centers for Disease Control and Prevention,Medicine,Centers for Disease Control and Prevention,142231.95,US,government,3755964,Medicine,,,,,,
36bfeoqv,James M Hyman,Mathematical Modeling of the Effectiveness of Facemasks in Reducing the Spread of Novel Influenza A (H1N1),cc-by,2010-02-10,PLoS One,3922.378,186,11955,Tulane University,Mathematics,Tulane University,90371.87,US,education,4014116,Biology,,,,,,
xroo7z7g,Xiaodong Xiao,Human Anti-Plague Monoclonal Antibodies Protect Mice from Yersinia pestis in a Bubonic Plague Model,cc0,2010-10-13,PLoS One,1765.6874,50,2872,MedImmune,Genetics,MedImmune,35091.195,US,,559743,Biology,,,,,,
yya6w976,Stefán R Jónsson,The Restriction of Zoonotic PERV Transmission by Human APOBEC3G,cc-by,2007-09-12,PLoS One,1129.1821,17,582,University of Iceland,Biology,University of Iceland,47101.94,IS,education,1285186,Biology,,,,,,
yya6w976,Valgerdur Andrésdóttir,The Restriction of Zoonotic PERV Transmission by Human APOBEC3G,cc-by,2007-09-12,PLoS One,1815.7925,44,864,University of Iceland,Biology,University of Iceland,47101.94,IS,education,1285186,Biology,,,,,,
yya6w976,Scott C Fahrenkrug,The Restriction of Zoonotic PERV Transmission by Human APOBEC3G,cc-by,2007-09-12,PLoS One,2823.5054,97,3701,Recombinetics,Biology,Recombinetics,3855.8496,US,company,6172,Biology,,,,,,
9zm4per4,Wayne K Dawson,Prediction of RNA Pseudoknots Using Heuristic Modeling with Mapping and Sequential Folding,cc-by,2007-09-19,PLoS One,,1,0,Southern University and Agricultural and Mechanical College,Field (mathematics),Southern University and Agricultural and Mechanical College,19651.87,US,education,89033,Physics,,,,,,
9zm4per4,Kazuya Fujiwara,Prediction of RNA Pseudoknots Using Heuristic Modeling with Mapping and Sequential Folding,cc-by,2007-09-19,PLoS One,1665.7775,3,1586,Okayama University of Science,Computer science,Okayama University of Science,22870.594,JP,education,252166,Chemistry,,,,,,
9zm4per4,Gota Kawai,Prediction of RNA Pseudoknots Using Heuristic Modeling with Mapping and Sequential Folding,cc-by,2007-09-19,PLoS One,1819.5352,136,1332,Chiba Institute of Technology,Chemistry,Chiba Institute of Technology,14320.13,JP,education,102767,Physics,,,,,,
7jszm1nd,Omar Salim,Functional Analysis of the 5′ Genomic Sequence of a Bovine Norovirus,cc-by,2008-05-14,PLoS One,777.4013,11,420,University of Southampton,Genetics,University of Southampton,97072.78,GB,education,5896701,Physics,,,,,,
7jszm1nd,Ian N Clarke,Functional Analysis of the 5′ Genomic Sequence of a Bovine Norovirus,cc-by,2008-05-14,PLoS One,2647.6382,168,4932,University of Southampton,Biology,University of Southampton,97072.78,GB,education,5896701,Physics,,,,,,
7jszm1nd,Paul R Lambden,Functional Analysis of the 5′ Genomic Sequence of a Bovine Norovirus,cc-by,2008-05-14,PLoS One,2637.772,104,3534,University of Southampton,Biology,University of Southampton,97072.78,GB,education,5896701,Physics,,,,,,
tfcerilc,Louis J DeTolla,Multivalent HA DNA Vaccination Protects against Highly Pathogenic H5N1 Avian Influenza Infection in Chickens and Mice,cc0,2008-06-18,PLoS One,2101.3354,82,1860,"University of Maryland, Baltimore",Biology,,,,,,,,,,,,
fae3sczm,Laura A Shackelton,"Distinguishing Molecular Features and Clinical Characteristics of a Putative New Rhinovirus Species, Human Rhinovirus C (HRV C)",cc-by,2008-04-02,PLoS One,2295.9973,17,2614,Pennsylvania State University,Genetics,Pennsylvania State University,165926.47,US,education,14857628,Biology,,,,,,
v4jochbe,Mary Poss,Nodeomics: Pathogen Detection in Vertebrate Lymph Nodes Using Meta-Transcriptomics,cc0,2010-10-18,PLoS One,2067.1853,87,2351,Pennsylvania State University,Biology,Pennsylvania State University,165926.47,US,education,14857628,Biology,,,,,,
v4jochbe,Mary Poss,Nodeomics: Pathogen Detection in Vertebrate Lymph Nodes Using Meta-Transcriptomics,cc0,2010-10-18,PLoS One,2067.1853,87,2351,Pennsylvania State University,Biology,Pennsylvania State University,165926.47,US,education,14857628,Biology,,,,,,
73nlxqgk,Kurt J Vandegrift,Predictive Power of Air Travel and Socio-Economic Data for Early Pandemic Spread,cc-by,2010-09-15,PLoS One,1200.6976,27,672,Pennsylvania State University,Biology,Pennsylvania State University,165926.47,US,education,14857628,Biology,,,,,,
v4jochbe,Nicola E Wittekindt,Nodeomics: Pathogen Detection in Vertebrate Lymph Nodes Using Meta-Transcriptomics,cc0,2010-10-18,PLoS One,1976.0042,19,1614,Pennsylvania State University,Biology,Pennsylvania State University,165926.47,US,education,14857628,Biology,,,,,,
v4jochbe,Lynn P Tomsho,Nodeomics: Pathogen Detection in Vertebrate Lymph Nodes Using Meta-Transcriptomics,cc0,2010-10-18,PLoS One,4140.2056,37,6689,Pennsylvania State University,Biology,Pennsylvania State University,165926.47,US,education,14857628,Biology,,,,,,
v4jochbe,Lindsay R Kasson,Nodeomics: Pathogen Detection in Vertebrate Lymph Nodes Using Meta-Transcriptomics,cc0,2010-10-18,PLoS One,1182.0348,5,572,Pennsylvania State University,Genetics,Pennsylvania State University,165926.47,US,education,14857628,Biology,,,,,,
v4jochbe,Michael Packard,Nodeomics: Pathogen Detection in Vertebrate Lymph Nodes Using Meta-Transcriptomics,cc0,2010-10-18,PLoS One,869.3649,4,567,Pennsylvania State University,Genetics,Pennsylvania State University,165926.47,US,education,14857628,Biology,,,,,,
