cord_uid,display_name,title,license,publish_time,journal,relevance_score,works_count,cited_by_count,last_known_institution,research_field,institution_name,institution_relevance_score,country_code,type,institution_cited_by_count,institution_main_research_field
yba7mdtb,Christine Dufraigne,Detection and characterization of horizontal transfers in prokaryotes using genomic signature,no-cc,2005-01-13,Nucleic Acids Res,717.2911,5,217,Inserm,Genetics,Inserm,156847.92,FR,government,13273712,Medicine
1pq6dkl5,Sandrine Imbeaud,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,no-cc,2005-03-30,Nucleic Acids Res,5807.396,84,12203,Inserm,Biology,Inserm,156847.92,FR,government,13273712,Medicine
5j496cx0,Philippe Clair,Delivery of steric block morpholino oligomers by (R-X-R)(4) peptides: structure–activity studies,cc-by-nc,2008-09-16,Nucleic Acids Res,963.33673,12,642,Inserm,Genetics,Inserm,156847.92,FR,government,13273712,Medicine
3tt99oax,Gérard Socié,Polyomaviruses KI and WU in Immunocompromised Patients with Respiratory Disease,no-cc,2009-01-16,Emerg Infect Dis,8033.8657,1225,27386,Inserm,Medicine,Inserm,156847.92,FR,government,13273712,Medicine
bufbjdmw,Nadia Nathan,Interstitial lung diseases in children,cc-by,2010-08-20,Orphanet J Rare Dis,1470.8163,125,1633,Inserm,Medicine,Inserm,156847.92,FR,government,13273712,Medicine
ip32y0j5,Annick Lim,Generation of Human Antigen-Specific Monoclonal IgM Antibodies Using Vaccinated “Human Immune System” Mice,cc-by,2010-10-04,PLoS One,3725.9592,103,9400,Inserm,Biology,Inserm,156847.92,FR,government,13273712,Medicine
19sejitq,Xavier Duval,Efficacy of Oseltamivir-Zanamivir Combination Compared to Each Monotherapy for Seasonal Influenza: A Randomized Placebo-Controlled Trial,cc-by,2010-11-02,PLoS Med,3413.5837,230,7581,Inserm,Medicine,Inserm,156847.92,FR,government,13273712,Medicine
19sejitq,Corine Vincent,Efficacy of Oseltamivir-Zanamivir Combination Compared to Each Monotherapy for Seasonal Influenza: A Randomized Placebo-Controlled Trial,cc-by,2010-11-02,PLoS Med,537.76886,7,173,Inserm,Genetics,Inserm,156847.92,FR,government,13273712,Medicine
mcuixluu,Keith Ashman,Vaccinia virus infection disrupts microtubule organization and centrosome function,green-oa,2000-08-01,The EMBO Journal,3415.8025,109,6208,University of Queensland,Biology,University of Queensland,127961.4,AU,education,11580258,Biology
mcuixluu,Michael Way,Vaccinia virus infection disrupts microtubule organization and centrosome function,green-oa,2000-08-01,The EMBO Journal,3157.0571,203,8182,The Francis Crick Institute,Biology,The Francis Crick Institute,54600.176,GB,facility,562724,Biology
6iu1dtyl,John M Barry,The site of origin of the 1918 influenza pandemic and its public health implications,no-cc,2004-01-20,J Transl Med,1971.7043,239,4149,Oregon Medical Research Center,Medicine,Oregon Medical Research Center,6606.832,US,healthcare,18329,Medicine
t35n7bk9,Biehuoy Shieh,"Multi-faceted, multi-versatile microarray: simultaneous detection of many viruses and their expression profiles",no-cc,2004-05-26,Retrovirology,1009.10895,28,299,University of Colorado Denver,Biology,University of Colorado Denver,102323.42,US,education,3416614,Medicine
63bos83o,David J Ecker,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,3392.01,170,8447,University of Colorado Denver,Biology,University of Colorado Denver,102323.42,US,education,3416614,Medicine
a1t74jsm,David J Ecker,Survey of Ixodes pacificus Ticks in California Reveals a Diversity of Microorganisms and a Novel and Widespread Anaplasmataceae Species,cc-by,2015-09-16,PLoS One,3392.01,170,8447,University of Colorado Denver,Biology,University of Colorado Denver,102323.42,US,education,3416614,Medicine
eiqypt0m,Albertus Beishuizen,Herpes simplex virus type 1 and normal protein permeability in the lungs of critically ill patients: a case for low pathogenicity?,no-cc,2004-03-31,Crit Care,4654.5503,206,6948,Medisch Spectrum Twente,Medicine,Medisch Spectrum Twente,36511.793,NL,healthcare,179857,Medicine
eiqypt0m,Arthur van Lingen,Herpes simplex virus type 1 and normal protein permeability in the lungs of critically ill patients: a case for low pathogenicity?,no-cc,2004-03-31,Crit Care,1508.0404,24,1041,Amsterdam UMC Location VUmc,Medicine,Amsterdam UMC Location VUmc,214865.25,NL,healthcare,3113082,Medicine
eiqypt0m,Alberdina M Simoons-Smit,Herpes simplex virus type 1 and normal protein permeability in the lungs of critically ill patients: a case for low pathogenicity?,no-cc,2004-03-31,Crit Care,832.9405,4,149,Amsterdam UMC Location VUmc,Genetics,Amsterdam UMC Location VUmc,214865.25,NL,healthcare,3113082,Medicine
bnkbwh3w,Marc van Heerde,Heliox reduces respiratory system resistance in respiratory syncytial virus induced respiratory failure,cc-by,2009-05-15,Crit Care,1141.7095,38,534,Amsterdam UMC Location VUmc,Medicine,Amsterdam UMC Location VUmc,214865.25,NL,healthcare,3113082,Medicine
bnkbwh3w,Dick G Markhors,Heliox reduces respiratory system resistance in respiratory syncytial virus induced respiratory failure,cc-by,2009-05-15,Crit Care,312.03775,1,32,Amsterdam UMC Location VUmc,Psychology,Amsterdam UMC Location VUmc,214865.25,NL,healthcare,3113082,Medicine
sgmk96vr,Karen A Holbrook,Logistics of community smallpox control through contact tracing and ring vaccination: a stochastic network model,cc-by,2004-08-06,BMC Public Health,3244.9907,132,6710,University of Georgia,Biology,University of Georgia,61871.64,US,education,3089863,Biology
63bos83o,David E Stallknecht,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,2712.7498,298,4152,University of Georgia,Biology,University of Georgia,61871.64,US,education,3089863,Biology
dgtyacl9,David E Stallknecht,Influenza A Virus on Oceanic Islands: Host and Viral Diversity in Seabirds in the Western Indian Ocean,cc-by,2015-05-21,PLoS Pathog,2712.7498,298,4152,University of Georgia,Biology,University of Georgia,61871.64,US,education,3089863,Biology
63bos83o,Ginger Goekjian,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,cc0,2007-05-30,PLoS One,1111.0964,2,378,University of Georgia,Genetics,University of Georgia,61871.64,US,education,3089863,Biology
sgmk96vr,Susan E Fernyak,Logistics of community smallpox control through contact tracing and ring vaccination: a stochastic network model,cc-by,2004-08-06,BMC Public Health,1747.4071,9,1225,San Francisco Department of Public Health,Medicine,San Francisco Department of Public Health,23867.982,US,healthcare,128616,Medicine
sgmk96vr,Diane L Portnoy,Logistics of community smallpox control through contact tracing and ring vaccination: a stochastic network model,cc-by,2004-08-06,BMC Public Health,355.0287,1,61,San Francisco Department of Public Health,Vaccination,San Francisco Department of Public Health,23867.982,US,healthcare,128616,Medicine
sgmk96vr,Randy Reiter,Logistics of community smallpox control through contact tracing and ring vaccination: a stochastic network model,cc-by,2004-08-06,BMC Public Health,688.22205,7,259,San Francisco Department of Public Health,Medicine,San Francisco Department of Public Health,23867.982,US,healthcare,128616,Medicine
sgmk96vr,Tomás J Aragón,Logistics of community smallpox control through contact tracing and ring vaccination: a stochastic network model,cc-by,2004-08-06,BMC Public Health,1736.0743,70,1744,University of Navarra,Medicine,University of Navarra,50822.88,ES,education,1429317,Biology
9khx93c0,Tomás J Aragón,Effect of the One-Child Policy on Influenza Transmission in China: A Stochastic Transmission Model,cc-by,2014-02-06,PLoS One,1736.0743,70,1744,University of Navarra,Medicine,University of Navarra,50822.88,ES,education,1429317,Biology
di0fcy0j,Ted M Kremer,Protection of pulmonary epithelial cells from oxidative stress by hMYH adenine glycosylase,cc-by,2004-09-27,Respir Res,424.4969,18,102,University of Massachusetts Medical School,Medicine,University of Massachusetts Medical School,113254.3,US,education,5112642,Medicine
10j9cp9c,Sonia Trzmielina,Low-Cost HIV-1 Diagnosis and Quantification in Dried Blood Spots by Real Time PCR,cc-by,2009-06-05,PLoS One,481.55005,3,80,University of Massachusetts Medical School,Genetics,University of Massachusetts Medical School,113254.3,US,education,5112642,Medicine
10j9cp9c,Kristina McNeal,Low-Cost HIV-1 Diagnosis and Quantification in Dried Blood Spots by Real Time PCR,cc-by,2009-06-05,PLoS One,707.76306,5,248,University of Massachusetts Medical School,Genetics,University of Massachusetts Medical School,113254.3,US,education,5112642,Medicine
10j9cp9c,John L Sullivan,Low-Cost HIV-1 Diagnosis and Quantification in Dried Blood Spots by Real Time PCR,cc-by,2009-06-05,PLoS One,4511.2656,252,18656,University of Massachusetts Medical School,Medicine,University of Massachusetts Medical School,113254.3,US,education,5112642,Medicine
10j9cp9c,Katherine Luzuriaga,Low-Cost HIV-1 Diagnosis and Quantification in Dried Blood Spots by Real Time PCR,cc-by,2009-06-05,PLoS One,4332.0195,168,9928,University of Massachusetts Medical School,Biology,University of Massachusetts Medical School,113254.3,US,education,5112642,Medicine
10j9cp9c,Mohan Somasundaran,Low-Cost HIV-1 Diagnosis and Quantification in Dried Blood Spots by Real Time PCR,cc-by,2009-06-05,PLoS One,3830.5063,51,6226,University of Massachusetts Medical School,Biology,University of Massachusetts Medical School,113254.3,US,education,5112642,Medicine
3b8b8p61,Katherine A Fitzgerald,A host type I interferon response is induced by cytosolic sensing of the bacterial second messenger cyclic-di-GMP,cc-by-nc-sa,2009-08-31,J Exp Med,7448.22,378,39710,University of Massachusetts Medical School,Biology,University of Massachusetts Medical School,113254.3,US,education,5112642,Medicine
mszzo4o4,Sofia N Mochegova,Listeriolysin O Is Necessary and Sufficient to Induce Autophagy during Listeria monocytogenes Infection,cc-by,2010-01-06,PLoS One,769.74274,2,206,University of Massachusetts Medical School,Genetics,University of Massachusetts Medical School,113254.3,US,education,5112642,Medicine
di0fcy0j,Mikael L Rinne,Protection of pulmonary epithelial cells from oxidative stress by hMYH adenine glycosylase,cc-by,2004-09-27,Respir Res,1954.3967,67,1742,Novartis,Medicine,Novartis,62954.93,CH,company,3265332,Biology
9tivuyh5,Michael Morrissey,Broadly cross-reactive antibodies dominate the human B cell response against 2009 pandemic H1N1 influenza virus infection,cc-by-nc-sa,2011-01-17,J Exp Med,3245.3008,39,8472,Novartis,Biology,Novartis,62954.93,CH,company,3265332,Biology
di0fcy0j,Xian Ming Chen,Protection of pulmonary epithelial cells from oxidative stress by hMYH adenine glycosylase,cc-by,2004-09-27,Respir Res,2369.9648,104,4412,Rush University Medical Center,Biology,Rush University Medical Center,80993.96,US,healthcare,2254478,Medicine
di0fcy0j,Mark R Kelley,Protection of pulmonary epithelial cells from oxidative stress by hMYH adenine glycosylase,cc-by,2004-09-27,Respir Res,2596.0334,224,5197,Indiana University,Biology,Indiana University,96630.65,US,education,7891297,Biology
boto4h8x,Angela K Berger,Bid Regulates the Pathogenesis of Neurotropic Reovirus,cc-by,2010-07-01,PLoS Pathog,415.8769,4,122,Indiana University,Genetics,Indiana University,96630.65,US,education,7891297,Biology
jleccqqx,Angela K Berger,Reovirus Activates a Caspase-Independent Cell Death Pathway,cc-by-nc-sa,2013-05-14,mBio,415.8769,4,122,Indiana University,Genetics,Indiana University,96630.65,US,education,7891297,Biology
4k8f7ou1,Marit S Bratlie,Bioinformatic mapping of AlkB homology domains in viruses,cc-by,2005-01-03,BMC Genomics,1449.7866,5,731,Norwegian University of Science and Technology,Genetics,Norwegian University of Science and Technology,93401.06,NO,education,3682974,Biology
4k8f7ou1,Finn Drabløs,Bioinformatic mapping of AlkB homology domains in viruses,cc-by,2005-01-03,BMC Genomics,3604.9424,93,4595,Norwegian University of Science and Technology,Biology,Norwegian University of Science and Technology,93401.06,NO,education,3682974,Biology
wnnsmx60,Genevieve Howse,Managing emerging infectious diseases: Is a federal system an impediment to effective laws?,cc-by,2004-11-19,Aust New Zealand Health Policy,326.4281,9,46,La Trobe University,Political science,La Trobe University,81615.85,AU,education,1983833,Biology
p34ezktf,Priscilla Robinson,Australian public health policy in 2003 – 2004,cc-by,2005-04-06,Aust New Zealand Health Policy,1443.0687,170,1484,La Trobe University,Medicine,La Trobe University,81615.85,AU,education,1983833,Biology
fvfjz7al,Alan Shiell,Public health preparedness in Alberta: a systems-level study,cc-by,2006-12-28,BMC Public Health,3769.358,177,7152,La Trobe University,Medicine,La Trobe University,81615.85,AU,education,1983833,Biology
gdsfkw1b,Yves Le Loir,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,cc-by,2005-01-04,Microb Cell Fact,3580.8694,215,5069,Science and Technology of Milk and Eggs,Biology,Science and Technology of Milk and Eggs,8756.81,FR,facility,13191,Chemistry
gdsfkw1b,Michel Gautier,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,cc-by,2005-01-04,Microb Cell Fact,1739.1818,107,2202,Science and Technology of Milk and Eggs,Biology,Science and Technology of Milk and Eggs,8756.81,FR,facility,13191,Chemistry
gdsfkw1b,Vasco Azevedo,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,cc-by,2005-01-04,Microb Cell Fact,4505.848,626,11155,Universidade Federal de Minas Gerais,Biology,Universidade Federal de Minas Gerais,138835.23,BR,education,2880034,Biology
gdsfkw1b,Anderson Miyoshi,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,cc-by,2005-01-04,Microb Cell Fact,2129.3567,197,3069,Universidade Federal de Minas Gerais,Biology,Universidade Federal de Minas Gerais,138835.23,BR,education,2880034,Biology
gdsfkw1b,Luciana A Ribeiro,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,cc-by,2005-01-04,Microb Cell Fact,708.73065,7,375,Universidade Federal de Minas Gerais,Genetics,Universidade Federal de Minas Gerais,138835.23,BR,education,2880034,Biology
gdsfkw1b,Sergio C Oliveira,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,cc-by,2005-01-04,Microb Cell Fact,2042.938,224,3580,State University of Campinas,Biology,State University of Campinas,98263.4,BR,education,3821812,Biology
gdsfkw1b,Luis G Bermúdez-Humarán,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,cc-by,2005-01-04,Microb Cell Fact,5100.433,162,8198,Micalis Institute,Biology,Micalis Institute,20111.59,FR,facility,170816,Biology
gdsfkw1b,Philippe Langella,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,cc-by,2005-01-04,Microb Cell Fact,4557.4385,184,10707,Micalis Institute,Biology,Micalis Institute,20111.59,FR,facility,170816,Biology
gdsfkw1b,Jane E Gabriel,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,cc-by,2005-01-04,Microb Cell Fact,93.0142,2,7,The Ohio State University,Medicine,The Ohio State University,196052.64,US,education,15775274,Biology
e62cfqt7,Lijun Cheng,A Gene Encoding Sialic-Acid-Specific 9-O-Acetylesterase Found in Human Adult Testis,no-cc,2004-07-29,J Biomed Biotechnol,1139.5493,72,1109,The Ohio State University,Biology,The Ohio State University,196052.64,US,education,15775274,Biology
navrmhqm,Matthew Buccellato,The intrinsically disordered C‐terminal domain of the measles virus nucleoprotein interacts with the C‐terminal domain of the phosphoprotein via two distinct sites and remains predominantly unfolded,no-cc,2009-01-01,Protein Sci,746.33527,5,276,The Ohio State University,Genetics,The Ohio State University,196052.64,US,education,15775274,Biology
xa9a5p0q,Allan Tsung,HMGB1: Endogenous Danger Signaling,no-cc,2008-04-11,Mol Med,5483.403,439,20112,The Ohio State University,Medicine,The Ohio State University,196052.64,US,education,15775274,Biology
gdsfkw1b,Cathy Charlier,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,cc-by,2005-01-04,Microb Cell Fact,1109.4036,23,625,University of Nantes,Biology,University of Nantes,44982.406,FR,education,1273539,Biology
mlhd9zbs,Carole Guillonneau,Protective Efficacy of Cross-Reactive CD8(+) T Cells Recognising Mutant Viral Epitopes Depends on Peptide-MHC-I Structural Interactions and T Cell Activation Threshold,cc-by,2010-08-12,PLoS Pathog,1827.4084,79,1319,University of Nantes,Medicine,University of Nantes,44982.406,FR,education,1273539,Biology
yba7mdtb,Alain Giron,Detection and characterization of horizontal transfers in prokaryotes using genomic signature,no-cc,2005-01-13,Nucleic Acids Res,1433.2987,78,1193,Biomedical Imaging Lab,Medicine,Biomedical Imaging Lab,11989.808,FR,facility,31860,Medicine
bbvxu8op,Mazen W Karaman,"Comparisons of substitution, insertion and deletion probes for resequencing and mutational analysis using oligonucleotide microarrays",no-cc,2005-02-18,Nucleic Acids Res,2695.1216,21,2982,University of Southern California,Genetics,University of Southern California,172167.22,US,education,13858479,Biology
bbvxu8op,Susan Groshen,"Comparisons of substitution, insertion and deletion probes for resequencing and mutational analysis using oligonucleotide microarrays",no-cc,2005-02-18,Nucleic Acids Res,7220.344,521,24458,University of Southern California,Medicine,University of Southern California,172167.22,US,education,13858479,Biology
bbvxu8op,Joseph G Hacia,"Comparisons of substitution, insertion and deletion probes for resequencing and mutational analysis using oligonucleotide microarrays",no-cc,2005-02-18,Nucleic Acids Res,2822.6663,72,3466,University of Southern California,Biology,University of Southern California,172167.22,US,education,13858479,Biology
kamvao4b,John D O'Brien,Dating the time of viral subtype divergence,cc-by,2008-06-09,BMC Evol Biol,1888.5288,138,3149,University of Southern California,Physics,University of Southern California,172167.22,US,education,13858479,Biology
bbvxu8op,Brian L Pike,"Comparisons of substitution, insertion and deletion probes for resequencing and mutational analysis using oligonucleotide microarrays",no-cc,2005-02-18,Nucleic Acids Res,3538.008,5,8048,National Institutes of Health,Genetics,National Institutes of Health,166699.83,US,government,12688891,Biology
noscodew,Derek S Youngblood,Cell-penetrating peptides as transporters for morpholino oligomers: effects of amino acid composition on intracellular delivery and cytotoxicity,cc-by-nc,2007-08-01,Nucleic Acids Res,1003.8777,5,487,National Institutes of Health,Genetics,National Institutes of Health,166699.83,US,government,12688891,Biology
noscodew,Derek S Youngblood,Cell-penetrating peptides as transporters for morpholino oligomers: effects of amino acid composition on intracellular delivery and cytotoxicity,cc-by-nc,2007-08-01,Nucleic Acids Res,1003.8777,5,487,National Institutes of Health,Genetics,National Institutes of Health,166699.83,US,government,12688891,Biology
5j496cx0,Derek S Youngblood,Delivery of steric block morpholino oligomers by (R-X-R)(4) peptides: structure–activity studies,cc-by-nc,2008-09-16,Nucleic Acids Res,1003.8777,5,487,National Institutes of Health,Genetics,National Institutes of Health,166699.83,US,government,12688891,Biology
5j496cx0,Derek S Youngblood,Delivery of steric block morpholino oligomers by (R-X-R)(4) peptides: structure–activity studies,cc-by-nc,2008-09-16,Nucleic Acids Res,1003.8777,5,487,National Institutes of Health,Genetics,National Institutes of Health,166699.83,US,government,12688891,Biology
e62cfqt7,Hsiao Chang Chan,A Gene Encoding Sialic-Acid-Specific 9-O-Acetylesterase Found in Human Adult Testis,no-cc,2004-07-29,J Biomed Biotechnol,3243.8362,307,5926,Chinese University of Hong Kong,Biology,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
4z38v9rg,Karry L K Ngai,Seasonality of Influenza A(H3N2) Virus: A Hong Kong Perspective (1997–2006),cc-by,2008-07-23,PLoS One,1892.0446,30,1211,Chinese University of Hong Kong,Biology,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
4z38v9rg,Wai Y Lam,Seasonality of Influenza A(H3N2) Virus: A Hong Kong Perspective (1997–2006),cc-by,2008-07-23,PLoS One,1332.7284,15,1015,Chinese University of Hong Kong,Genetics,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
4z38v9rg,Paul K S Chan,Seasonality of Influenza A(H3N2) Virus: A Hong Kong Perspective (1997–2006),cc-by,2008-07-23,PLoS One,155.98347,1,21,Chinese University of Hong Kong,Immune system,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
4z38v9rg,Paul K S Chan,Seasonality of Influenza A(H3N2) Virus: A Hong Kong Perspective (1997–2006),cc-by,2008-07-23,PLoS One,155.98347,1,21,Chinese University of Hong Kong,Immune system,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
utmt5sva,Paul K S Chan,Willingness of Hong Kong healthcare workers to accept pre-pandemic influenza vaccination at different WHO alert levels: two questionnaire surveys,cc-by-nc,2009-08-25,BMJ,155.98347,1,21,Chinese University of Hong Kong,Immune system,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
utmt5sva,Paul K S Chan,Willingness of Hong Kong healthcare workers to accept pre-pandemic influenza vaccination at different WHO alert levels: two questionnaire surveys,cc-by-nc,2009-08-25,BMJ,155.98347,1,21,Chinese University of Hong Kong,Immune system,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
gyetna96,Paul K S Chan,Chronic psychosocial stress: does it modulate immunity to the influenza vaccine in Hong Kong Chinese elderly caregivers?,green-oa,2012-07-08,AGE,155.98347,1,21,Chinese University of Hong Kong,Immune system,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
gyetna96,Paul K S Chan,Chronic psychosocial stress: does it modulate immunity to the influenza vaccine in Hong Kong Chinese elderly caregivers?,green-oa,2012-07-08,AGE,155.98347,1,21,Chinese University of Hong Kong,Immune system,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
utmt5sva,William B Goggins,Willingness of Hong Kong healthcare workers to accept pre-pandemic influenza vaccination at different WHO alert levels: two questionnaire surveys,cc-by-nc,2009-08-25,BMJ,3513.2542,182,6514,Chinese University of Hong Kong,Medicine,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
8m7spnxj,William B Goggins,"Knowledge of Avian Influenza (H5N1) among Poultry Workers, Hong Kong, China",no-cc,2011-12-16,Emerg Infect Dis,3513.2542,182,6514,Chinese University of Hong Kong,Medicine,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
utmt5sva,Martin C S Wong,Willingness of Hong Kong healthcare workers to accept pre-pandemic influenza vaccination at different WHO alert levels: two questionnaire surveys,cc-by-nc,2009-08-25,BMJ,59.06075,1,3,Chinese University of Hong Kong,Geometry,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
a0pzw26l,Ka Hou Chu,Proper Distance Metrics for Phylogenetic Analysis Using Complete Genomes without Sequence Alignment,cc-by,2010-03-18,Int J Mol Sci,3152.8516,263,4974,Chinese University of Hong Kong,Biology,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
34sy55hi,Paul KS Chan,Acute Encephalopathy Associated with Influenza A Infection in Adults,no-cc,2010-01-16,Emerg Infect Dis,6629.7324,707,25058,Chinese University of Hong Kong,Medicine,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
zyaj90nh,Paul KS Chan,Willingness to accept H1N1 pandemic influenza vaccine: A cross-sectional study of Hong Kong community nurses,cc-by,2010-10-29,BMC Infect Dis,6629.7324,707,25058,Chinese University of Hong Kong,Medicine,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
34sy55hi,Edward HC Wong,Acute Encephalopathy Associated with Influenza A Infection in Adults,no-cc,2010-01-16,Emerg Infect Dis,581.8949,14,172,Chinese University of Hong Kong,Medicine,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
34sy55hi,Clive S Cockram,Acute Encephalopathy Associated with Influenza A Infection in Adults,no-cc,2010-01-16,Emerg Infect Dis,4623.423,215,8834,Chinese University of Hong Kong,Medicine,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
zyaj90nh,Kenny Kung,Willingness to accept H1N1 pandemic influenza vaccine: A cross-sectional study of Hong Kong community nurses,cc-by,2010-10-29,BMC Infect Dis,1009.6548,47,552,Chinese University of Hong Kong,Medicine,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
a18rch1f,Stephen K W Tsui,Apolipoprotein M Gene (APOM) Polymorphism Modifies Metabolic and Disease Traits in Type 2 Diabetes,cc-by,2011-02-24,PLoS One,82.95066,1,4,Chinese University of Hong Kong,Mathematics,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
a18rch1f,Wing-Yee So,Apolipoprotein M Gene (APOM) Polymorphism Modifies Metabolic and Disease Traits in Type 2 Diabetes,cc-by,2011-02-24,PLoS One,5503.8345,299,12289,Chinese University of Hong Kong,Medicine,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
a18rch1f,Zhen-Yu Chen,Apolipoprotein M Gene (APOM) Polymorphism Modifies Metabolic and Disease Traits in Type 2 Diabetes,cc-by,2011-02-24,PLoS One,3223.1194,250,9843,Chinese University of Hong Kong,Biology,Chinese University of Hong Kong,162404.17,CN,education,7075330,Biology
e62cfqt7,Zuoming Zhou,A Gene Encoding Sialic-Acid-Specific 9-O-Acetylesterase Found in Human Adult Testis,no-cc,2004-07-29,J Biomed Biotechnol,1316.1254,49,970,Huaqiao University,Chemistry,Huaqiao University,31761.512,CN,education,441842,Physics
e62cfqt7,Jianming Li,A Gene Encoding Sialic-Acid-Specific 9-O-Acetylesterase Found in Human Adult Testis,no-cc,2004-07-29,J Biomed Biotechnol,1451.6881,14,2042,Southern University of Science and Technology,Medicine,Southern University of Science and Technology,48415.93,CN,education,1031591,Physics
e62cfqt7,Lanlan Yin,A Gene Encoding Sialic-Acid-Specific 9-O-Acetylesterase Found in Human Adult Testis,no-cc,2004-07-29,J Biomed Biotechnol,651.16785,15,265,Nanjing Medical University,Genetics,Nanjing Medical University,71012.164,CN,education,2782506,Medicine
e62cfqt7,Jiahao Sha,A Gene Encoding Sialic-Acid-Specific 9-O-Acetylesterase Found in Human Adult Testis,no-cc,2004-07-29,J Biomed Biotechnol,3520.4958,213,6684,Nanjing Medical University,Genetics,Nanjing Medical University,71012.164,CN,education,2782506,Medicine
2zhaknbi,Weining Wu,Quantitative Proteomic Analysis of A549 Cells Infected with Human Respiratory Syncytial Virus,cc-by-nc,2010-07-20,Mol Cell Proteomics,886.3934,18,539,Nanjing Medical University,Genetics,Nanjing Medical University,71012.164,CN,education,2782506,Medicine
89j0om5b,Weining Wu,Resolution of the cellular proteome of the nucleocapsid protein from a highly pathogenic isolate of porcine reproductive and respiratory syndrome virus identifies PARP-1 as a cellular target whose interaction is critical for virus biology,cc-by,2015-03-23,Vet Microbiol,886.3934,18,539,Nanjing Medical University,Genetics,Nanjing Medical University,71012.164,CN,education,2782506,Medicine
e62cfqt7,Ming Xu,A Gene Encoding Sialic-Acid-Specific 9-O-Acetylesterase Found in Human Adult Testis,no-cc,2004-07-29,J Biomed Biotechnol,3221.7053,611,14743,Beihang University,Biology,Beihang University,78955.875,CN,education,2730446,Computer science
4cvy9u28,Kelly Gondesen,The role of mast cells in the pathogenesis of pain in chronic pancreatitis,cc-by,2005-03-03,BMC Gastroenterol,351.61118,1,53,The University of Texas Medical Branch at Galveston,Physical therapy,The University of Texas Medical Branch at Galveston,156441.17,US,education,3826882,Medicine
4cvy9u28,John H Winston,The role of mast cells in the pathogenesis of pain in chronic pancreatitis,cc-by,2005-03-03,BMC Gastroenterol,1554.385,107,1906,The University of Texas Medical Branch at Galveston,Medicine,The University of Texas Medical Branch at Galveston,156441.17,US,education,3826882,Medicine
4cvy9u28,William D Willis,The role of mast cells in the pathogenesis of pain in chronic pancreatitis,cc-by,2005-03-03,BMC Gastroenterol,3274.3308,221,8527,The University of Texas Medical Branch at Galveston,Medicine,The University of Texas Medical Branch at Galveston,156441.17,US,education,3826882,Medicine
1y5nej0m,Thomas W Geisbert,Neutralizing Antibody Fails to Impact the Course of Ebola Virus Infection in Monkeys,cc0,2007-01-19,PLoS Pathog,4677.0825,292,10267,The University of Texas Medical Branch at Galveston,Biology,The University of Texas Medical Branch at Galveston,156441.17,US,education,3826882,Medicine
7wv4cb37,Thomas W Geisbert,Vaccination With a Highly Attenuated Recombinant Vesicular Stomatitis Virus Vector Protects Against Challenge With a Lethal Dose of Ebola Virus,green-oa,2015-06-24,Journal of Infectious Diseases,4677.0825,292,10267,The University of Texas Medical Branch at Galveston,Biology,The University of Texas Medical Branch at Galveston,156441.17,US,education,3826882,Medicine
dh9n3j23,Gregory C Gray,"The Trojan Chicken Study, Minnesota",no-cc,2006-05-16,Emerg Infect Dis,3312.1702,360,8174,The University of Texas Medical Branch at Galveston,Medicine,The University of Texas Medical Branch at Galveston,156441.17,US,education,3826882,Medicine
