cord_uid,display_name,title,license,publish_time,full,relevance_score,works_count,cited_by_count,last_known_institution,research_field,institution_name,institution_relevance_score,country_code,type,institution_cited_by_count,institution_main_research_field,issn,journal_display_name,journal_publisher,journal_relevance_score,journal_cited_count,main_research_field
ntx35a8s,Paul V Effler,Pandemic (H1N1) 2009 Influenza Community Transmission Was Established in One Australian State When the Virus Was First Identified in North America,cc-by,2010-06-28,PLoS One,2599.2986,154,3456,Government of Western Australia Department of Health,Medicine,Government of Western Australia Department of Health,11833.716,AU,government,31192,Medicine,,,,,,
ntx35a8s,Kristina A Grant,Pandemic (H1N1) 2009 Influenza Community Transmission Was Established in One Australian State When the Virus Was First Identified in North America,cc-by,2010-06-28,PLoS One,990.8867,37,730,Victorian Infectious Diseases Reference Laboratory,Medicine,Victorian Infectious Diseases Reference Laboratory,31200.432,AU,facility,107857,Medicine,,,,,,
mticfoic,Xuhua Guan,"Pneumonia Incidence and Mortality in Mainland China: Systematic Review of Chinese and English Literature, 1985–2008",cc0,2010-07-23,PLoS One,4802.2305,52,11320,Wuhan Center for Disease Control and Prevention,Medicine,Wuhan Center for Disease Control and Prevention,16077.524,CN,government,45391,Medicine,,,,,,
mticfoic,Benjamin J Silk,"Pneumonia Incidence and Mortality in Mainland China: Systematic Review of Chinese and English Literature, 1985–2008",cc0,2010-07-23,PLoS One,2482.0366,89,3718,United States Public Health Service,Medicine,United States Public Health Service,51415.797,US,government,605631,Medicine,,,,,,
mticfoic,Aaron T Fleischauer,"Pneumonia Incidence and Mortality in Mainland China: Systematic Review of Chinese and English Literature, 1985–2008",cc0,2010-07-23,PLoS One,2752.659,72,3183,NC Department of Health and Human Services,Medicine,NC Department of Health and Human Services,14065.362,US,government,37587,Medicine,,,,,,
mticfoic,Xuesen Xing,"Pneumonia Incidence and Mortality in Mainland China: Systematic Review of Chinese and English Literature, 1985–2008",cc0,2010-07-23,PLoS One,4633.7905,23,11032,Anhui Provincial Center for Disease Control and Prevention,Medicine,Anhui Provincial Center for Disease Control and Prevention,9635.97,CN,government,13565,Medicine,,,,,,
mticfoic,Adam L Cohen,"Pneumonia Incidence and Mortality in Mainland China: Systematic Review of Chinese and English Literature, 1985–2008",cc0,2010-07-23,PLoS One,160.6808,1,21,Good Samaritan Medical Center,Mathematics,Good Samaritan Medical Center,12449.9375,US,healthcare,35405,Medicine,,,,,,
m4sp9sjn,Aiman Fatima,HIV Antigen Incorporation within Adenovirus Hexon Hypervariable 2 for a Novel HIV Vaccine Approach,cc-by,2010-07-27,PLoS One,458.9035,22,120,Aligarh Muslim University,Biology,Aligarh Muslim University,64858.32,IN,education,803353,Biology,,,,,,
m4sp9sjn,Brian A Perry,HIV Antigen Incorporation within Adenovirus Hexon Hypervariable 2 for a Novel HIV Vaccine Approach,cc-by,2010-07-27,PLoS One,160.5883,2,21,University of Hawaii at Hilo,Unknown,University of Hawaii at Hilo,26726.195,US,education,129450,Biology,,,,,,
m4sp9sjn,Phoebe L Stewart,HIV Antigen Incorporation within Adenovirus Hexon Hypervariable 2 for a Novel HIV Vaccine Approach,cc-by,2010-07-27,PLoS One,3261.5159,159,6193,Case Western Reserve University,Biology,Case Western Reserve University,226324.34,US,education,9652607,Biology,,,,,,
zueoyesj,Regina Berretta,Cancer Biomarker Discovery: The Entropic Hallmark,cc-by,2010-08-18,PLoS One,1434.2085,98,1009,University of Newcastle Australia,Computer science,University of Newcastle Australia,87876.42,AU,education,2521994,Biology,,,,,,
zueoyesj,Pablo Moscato,Cancer Biomarker Discovery: The Entropic Hallmark,cc-by,2010-08-18,PLoS One,3132.0195,236,4998,University of Newcastle Australia,Computer science,University of Newcastle Australia,87876.42,AU,education,2521994,Biology,,,,,,
bujydnde,Marcel P Stoop,Proteomics Comparison of Cerebrospinal Fluid of Relapsing Remitting and Primary Progressive Multiple Sclerosis,cc-by,2010-08-27,PLoS One,1157.3844,33,651,Erasmus MC,Genetics,Erasmus MC,126205.336,NL,healthcare,3349356,Medicine,,,,,,
bujydnde,Mark K Titulaer,Proteomics Comparison of Cerebrospinal Fluid of Relapsing Remitting and Primary Progressive Multiple Sclerosis,cc-by,2010-08-27,PLoS One,893.7355,15,401,Erasmus MC,Biology,Erasmus MC,126205.336,NL,healthcare,3349356,Medicine,,,,,,
bujydnde,Christoph Stingl,Proteomics Comparison of Cerebrospinal Fluid of Relapsing Remitting and Primary Progressive Multiple Sclerosis,cc-by,2010-08-27,PLoS One,1758.2632,72,1594,Erasmus MC,Biology,Erasmus MC,126205.336,NL,healthcare,3349356,Medicine,,,,,,
bujydnde,Peter C Burgers,Proteomics Comparison of Cerebrospinal Fluid of Relapsing Remitting and Primary Progressive Multiple Sclerosis,cc-by,2010-08-27,PLoS One,1278.3036,42,1039,Erasmus MC,Chemistry,Erasmus MC,126205.336,NL,healthcare,3349356,Medicine,,,,,,
bujydnde,Peter A E Sillevis Smitt,Proteomics Comparison of Cerebrospinal Fluid of Relapsing Remitting and Primary Progressive Multiple Sclerosis,cc-by,2010-08-27,PLoS One,4725.5835,205,7234,Erasmus MC,Biology,Erasmus MC,126205.336,NL,healthcare,3349356,Medicine,,,,,,
bujydnde,Theo M Luider,Proteomics Comparison of Cerebrospinal Fluid of Relapsing Remitting and Primary Progressive Multiple Sclerosis,cc-by,2010-08-27,PLoS One,4118.1016,327,6854,Erasmus MC,Biology,Erasmus MC,126205.336,NL,healthcare,3349356,Medicine,,,,,,
bujydnde,Vaibhav Singh,Proteomics Comparison of Cerebrospinal Fluid of Relapsing Remitting and Primary Progressive Multiple Sclerosis,cc-by,2010-08-27,PLoS One,1092.8287,254,853,Indian Agricultural Research Institute,Biology,Indian Agricultural Research Institute,35627.664,IN,facility,539597,Biology,,,,,,
73nlxqgk,Susanne H Sokolow,Predictive Power of Air Travel and Socio-Economic Data for Early Pandemic Spread,cc-by,2010-09-15,PLoS One,1933.5879,78,1702,Marine Science Institute,Biology,Marine Science Institute,27009.902,PH,,458794,Biology,,,,,,
73nlxqgk,A Marm Kilpatrick,Predictive Power of Air Travel and Socio-Economic Data for Early Pandemic Spread,cc-by,2010-09-15,PLoS One,4810.0254,151,8387,Michigan Department of Natural Resources,Biology,Michigan Department of Natural Resources,14357.026,US,government,48181,Biology,,,,,,
9uswwyxm,Sheng-Ce Tao,Quantitative Phosphoproteomics of Proteasome Inhibition in Multiple Myeloma Cells,cc-by,2010-09-29,PLoS One,2992.0537,267,4462,Shanghai Jiao Tong University,Biology,Shanghai Jiao Tong University,250705.45,CN,education,8327647,Physics,,,,,,
9uswwyxm,Qing-Yu He,Quantitative Phosphoproteomics of Proteasome Inhibition in Multiple Myeloma Cells,cc-by,2010-09-29,PLoS One,3305.8699,313,8366,Jinan University,Biology,Jinan University,44108.78,CN,education,1322813,Biology,,,,,,
ip32y0j5,Nicolas Legrand,Generation of Human Antigen-Specific Monoclonal IgM Antibodies Using Vaccinated “Human Immune System” Mice,cc-by,2010-10-04,PLoS One,2271.129,160,3553,ArcelorMittal,Biology,ArcelorMittal,7526.1484,LU,company,36038,Materials science,,,,,,
ip32y0j5,Nicholas D Huntington,Generation of Human Antigen-Specific Monoclonal IgM Antibodies Using Vaccinated “Human Immune System” Mice,cc-by,2010-10-04,PLoS One,3817.456,190,8375,Australian Regenerative Medicine Institute,Medicine,Australian Regenerative Medicine Institute,27555.838,AU,facility,199948,Biology,,,,,,
ip32y0j5,Etsuko Yasuda,Generation of Human Antigen-Specific Monoclonal IgM Antibodies Using Vaccinated “Human Immune System” Mice,cc-by,2010-10-04,PLoS One,1591.2328,57,1216,AIMM Therapeutics,Biology,AIMM Therapeutics,6418.8633,NL,company,10842,Biology,,,,,,
ip32y0j5,Tim Beaumont,Generation of Human Antigen-Specific Monoclonal IgM Antibodies Using Vaccinated “Human Immune System” Mice,cc-by,2010-10-04,PLoS One,1973.2877,67,2495,AIMM Therapeutics,Biology,AIMM Therapeutics,6418.8633,NL,company,10842,Biology,,,,,,
ip32y0j5,Michael Ott,Generation of Human Antigen-Specific Monoclonal IgM Antibodies Using Vaccinated “Human Immune System” Mice,cc-by,2010-10-04,PLoS One,4411.9478,448,17227,Hannover Medical School,Biology,Hannover Medical School,99277.8,DE,education,3407834,Medicine,,,,,,
ip32y0j5,Heiner Wedemeyer,Generation of Human Antigen-Specific Monoclonal IgM Antibodies Using Vaccinated “Human Immune System” Mice,cc-by,2010-10-04,PLoS One,6978.9453,798,19000,German Liver Foundation,Medicine,German Liver Foundation,948.5317,DE,facility,274,Medicine,,,,,,
llilwq1u,Rongbao Gao,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,2982.8022,70,4340,National Institute for Viral Disease Control and Prevention,Medicine,National Institute for Viral Disease Control and Prevention,48488.164,CN,government,376957,Biology,,,,,,
llilwq1u,Libo Dong,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,2567.2642,70,4435,National Institute for Viral Disease Control and Prevention,Biology,National Institute for Viral Disease Control and Prevention,48488.164,CN,government,376957,Biology,,,,,,
llilwq1u,Jie Dong,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,5117.2905,2067,28725,National Institute for Communicable Disease Control and Prevention,Biology,National Institute for Communicable Disease Control and Prevention,26635.934,CN,government,114528,Biology,,,,,,
llilwq1u,Ye Zhang,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,6724.873,4816,62378,Harbin Institute of Technology,Biology,Harbin Institute of Technology,109564.37,CN,education,5457584,Physics,,,,,,
llilwq1u,Zijian Feng,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,5157.5674,225,18228,Chinese Center For Disease Control and Prevention,Medicine,Chinese Center For Disease Control and Prevention,89496.96,CN,government,1538369,Medicine,,,,,,
llilwq1u,Weizhong Yang,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,4080.6448,402,11399,Chinese Center For Disease Control and Prevention,Medicine,Chinese Center For Disease Control and Prevention,89496.96,CN,government,1538369,Medicine,,,,,,
z4sutqos,Zhibin Peng,Travel Patterns in China,cc-by,2011-02-02,PLoS One,1837.6448,97,2169,Chinese Center For Disease Control and Prevention,Medicine,Chinese Center For Disease Control and Prevention,89496.96,CN,government,1538369,Medicine,,,,,,
llilwq1u,Yi Tan,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,4681.8354,1604,24220,University of Louisville,Biology,University of Louisville,69422.53,US,education,2823243,Medicine,,,,,,
llilwq1u,Zhaojun Mo,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,1439.0803,93,1072,Tianjin University of Technology,Physics,Tianjin University of Technology,27548.562,CN,education,417855,Physics,,,,,,
llilwq1u,Haiyan Liu,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,5626.904,2129,27574,Ministry of Education of the People's Republic of China,Biology,,,,,,,,,,,,
llilwq1u,Yunyan Fan,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,663.8223,15,254,Xiamen University,Biology,Xiamen University,76260.484,CN,education,3778555,Biology,,,,,,
llilwq1u,Dexin Li,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,3084.6038,434,7263,Guizhou University,Biology,Guizhou University,21415.42,CN,education,317363,Biology,,,,,,
llilwq1u,Yuelong Shu,A Systematic Molecular Pathology Study of a Laboratory Confirmed H5N1 Human Case,cc-by,2010-10-12,PLoS One,4888.1885,492,12474,Third Affiliated Hospital of Sun Yat-sen University,Medicine,,,,,,,,,,,,
xroo7z7g,Zhongyu Zhu,Human Anti-Plague Monoclonal Antibodies Protect Mice from Yersinia pestis in a Bubonic Plague Model,cc0,2010-10-13,PLoS One,2268.49,110,3201,National Cancer Institute,Medicine,National Cancer Institute,84005.61,US,government,5761940,Biology,,,,,,
v4jochbe,Stephan C Schuster,Nodeomics: Pathogen Detection in Vertebrate Lymph Nodes Using Meta-Transcriptomics,cc0,2010-10-18,PLoS One,6207.2905,317,24802,Singapore Centre for Environmental Life Sciences Engineering,Biology,Singapore Centre for Environmental Life Sciences Engineering,19380.193,SG,facility,68096,Biology,,,,,,
2aku9prp,Yuriko Tanaka,Liposome-Coupled Antigens Are Internalized by Antigen-Presenting Cells via Pinocytosis and Cross-Presented to CD8(+) T Cells,cc-by,2010-12-17,PLoS One,1970.982,183,2221,Nippon Medical School,Medicine,Nippon Medical School,46140.05,JP,education,831282,Medicine,,,,,,
2aku9prp,Maiko Taneichi,Liposome-Coupled Antigens Are Internalized by Antigen-Presenting Cells via Pinocytosis and Cross-Presented to CD8(+) T Cells,cc-by,2010-12-17,PLoS One,990.1972,35,349,Saitama Medical University,Medicine,Saitama Medical University,36930.582,JP,education,685851,Medicine,,,,,,
2aku9prp,Terutaka Kakiuchi,Liposome-Coupled Antigens Are Internalized by Antigen-Presenting Cells via Pinocytosis and Cross-Presented to CD8(+) T Cells,cc-by,2010-12-17,PLoS One,3477.2349,70,3987,Toho University,Biology,Toho University,33896.78,JP,education,685375,Biology,,,,,,
2aku9prp,Tetsuya Uchida,Liposome-Coupled Antigens Are Internalized by Antigen-Presenting Cells via Pinocytosis and Cross-Presented to CD8(+) T Cells,cc-by,2010-12-17,PLoS One,1979.3678,244,2241,Okayama University,Chemistry,Okayama University,70780.53,JP,education,3446138,Biology,,,,,,
ic937w26,Donna G Boyle,Assessment of Virally Vectored Autoimmunity as a Biocontrol Strategy for Cane Toads,cc0,2011-01-25,PLoS One,674.88214,8,276,Australian Centre for Disease Preparedness,Biology,Australian Centre for Disease Preparedness,32200.174,AU,facility,186800,Biology,,,,,,
ic937w26,Alex D Hyatt,Assessment of Virally Vectored Autoimmunity as a Biocontrol Strategy for Cane Toads,cc0,2011-01-25,PLoS One,3995.337,135,9230,Australian Centre for Disease Preparedness,Biology,Australian Centre for Disease Preparedness,32200.174,AU,facility,186800,Biology,,,,,,
ic937w26,Christopher M Hardy,Assessment of Virally Vectored Autoimmunity as a Biocontrol Strategy for Cane Toads,cc0,2011-01-25,PLoS One,1807.0923,103,2666,CSIRO Land and Water,Biology,CSIRO Land and Water,54170.652,AU,facility,568141,Biology,,,,,,
z4sutqos,Hang Zhou,Travel Patterns in China,cc-by,2011-02-02,PLoS One,4470.1284,1771,18887,China Agricultural University,Physics,China Agricultural University,76466.61,CN,education,3341119,Biology,,,,,,
ee7q7jhv,Kendra E Leigh,Further Characterisation of the Translational Termination-Reinitiation Signal of the Influenza B Virus Segment 7 RNA,cc-by,2011-02-08,PLoS One,1206.8373,14,780,MRC Laboratory of Molecular Biology,Biology,MRC Laboratory of Molecular Biology,134969.98,GB,facility,3738612,Biology,,,,,,
8ctsa9sd,Celine Gazin,"RNA and DNA Bacteriophages as Molecular Diagnosis Controls in Clinical Virology: A Comprehensive Study of More than 45,000 Routine PCR Tests",cc-by,2011-02-09,PLoS One,952.8963,23,353,Méditerranée Infection Foundation,Biology,,,,,,,,,,,,
8ctsa9sd,Christine Zandotti,"RNA and DNA Bacteriophages as Molecular Diagnosis Controls in Clinical Virology: A Comprehensive Study of More than 45,000 Routine PCR Tests",cc-by,2011-02-09,PLoS One,3011.7073,179,3891,Méditerranée Infection Foundation,Medicine,,,,,,,,,,,,
8ctsa9sd,Ilenia Delogu,"RNA and DNA Bacteriophages as Molecular Diagnosis Controls in Clinical Virology: A Comprehensive Study of More than 45,000 Routine PCR Tests",cc-by,2011-02-09,PLoS One,1035.0669,18,378,University of Cagliari,Biology,University of Cagliari,64653.277,IT,education,2013271,Biology,,,,,,
a18rch1f,Hua Geng,Apolipoprotein M Gene (APOM) Polymorphism Modifies Metabolic and Disease Traits in Type 2 Diabetes,cc-by,2011-02-24,PLoS One,2956.4868,384,7570,Tsinghua University,Physics,Tsinghua University,159943.77,CN,education,12925717,Physics,,,,,,
a18rch1f,Sai-Kam Li,Apolipoprotein M Gene (APOM) Polymorphism Modifies Metabolic and Disease Traits in Type 2 Diabetes,cc-by,2011-02-24,PLoS One,254.3814,6,35,City University of Hong Kong,Genetics,City University of Hong Kong,110368.445,CN,education,3503274,Computer science,,,,,,
a18rch1f,Ying Wang,Apolipoprotein M Gene (APOM) Polymorphism Modifies Metabolic and Disease Traits in Type 2 Diabetes,cc-by,2011-02-24,PLoS One,17315.959,26992,435908,Changchun Institute of Applied Chemistry,Biology,Changchun Institute of Applied Chemistry,79473.234,CN,facility,1547841,Chemistry,,,,,,
0jyzk5kt,Lu Zhang,Non-Invasive Microstructure and Morphology Investigation of the Mouse Lung: Qualitative Description and Quantitative Measurement,cc-by,2011-02-25,PLoS One,10081.909,10167,160998,Minzu University of China,Biology,Minzu University of China,22775.115,CN,education,170348,Biology,,,,,,
0jyzk5kt,Shuqian Luo,Non-Invasive Microstructure and Morphology Investigation of the Mouse Lung: Qualitative Description and Quantitative Measurement,cc-by,2011-02-25,PLoS One,1008.61957,74,533,Capital Medical University,Computer science,Capital Medical University,46036.254,CN,education,1229246,Medicine,,,,,,
,Y Wai Lam,,,,,250.73355,1,36,University of Vermont,Psychology,University of Vermont,64095.375,US,education,2829240,Biology,,,,,,
,Terra R Kelly,,,,,955.81116,73,814,"University of California, Davis",Biology,,,,,,,,,,,,
,Steven H Yoshida,,,,,570.9057,35,590,"University of California, Davis",Biology,,,,,,,,,,,,
,James S Schilling,,,,,3042.7695,487,10631,Washington University in St. Louis,Physics,,,,,,,,,,,,
,Venkat R K Yedavalli,,,,,1773.1597,48,2020,National Institute of Allergy and Infectious Diseases,Biochemistry,National Institute of Allergy and Infectious Diseases,141892.61,US,facility,4216569,Biology,,,,,,
,Ingrid Mm Schellens,,,,,272.06396,1,23,National Institute of Allergy and Infectious Diseases,Genetics,National Institute of Allergy and Infectious Diseases,141892.61,US,facility,4216569,Biology,,,,,,
,Martha I Nelson,,,,,2140.4631,185,5242,National Institute of Allergy and Infectious Diseases,Medicine,National Institute of Allergy and Infectious Diseases,141892.61,US,facility,4216569,Biology,,,,,,
,Adam A Anas,,,,,436.2548,18,190,University of Amsterdam,Medicine,University of Amsterdam,125401.86,NL,education,10436177,Biology,,,,,,
,Laurène Meyniel-Schicklin,,,,,1246.0336,17,678,Inserm,Genetics,Inserm,160607.86,FR,government,13396195,Medicine,,,,,,
,Richard D Gordon,,,,,5801.331,2449,48824,University of Queensland,Biology,University of Queensland,133430.78,AU,education,11776603,Biology,,,,,,
,Daniel R Perez,,,,,2918.0625,993,14069,University of Georgia,Biology,University of Georgia,61745.496,US,education,3120332,Biology,,,,,,
,Ana Marta González,,,,,2950.0283,3710,13844,University of Navarra,Philosophy,University of Navarra,51620.062,ES,education,1450532,Biology,,,,,,
,R D Harper,,,,,294.993,4,90,University College London,Biochemistry,University College London,159520.45,GB,education,17373238,Biology,,,,,,
,J Michael Walker,,,,,1329.3539,39,1879,Indiana University,Medicine,Indiana University,99381.0,US,education,7974453,Biology,,,,,,
,Denise M R Silva,,,,,371.9081,2,166,Universidade Federal de Minas Gerais,Genetics,Universidade Federal de Minas Gerais,142531.42,BR,education,2934946,Biology,,,,,,
,Antoine Nougairède,,,,,1409.4401,125,3134,Aix-Marseille University,Biology,,,,,,,,,,,,
,Rémi N Charrel,,,,,2609.6196,422,10329,Aix-Marseille University,Biology,,,,,,,,,,,,
,Xavier de Lamballerie,,,,,6759.127,699,19930,Aix-Marseille University,Biology,,,,,,,,,,,,
,MK Choi Augustine,,,,,,1,0,Unknown,DLCO,,,,,,,,,,,,
,"Lai, Michael MC",,,,,,1,0,Unknown,Unknown,,,,,,,,,,,,
,Chen Xian-Ming,,,,,209.66489,27,8,Unknown,Biology,,,,,,,,,,,,
,Binkowski Brock F,,,,,,1,0,Unknown,Psychology,,,,,,,,,,,,
,Smith Jason R,,,,,,1,0,Unknown,Speech recognition,,,,,,,,,,,,
,L Torres Clinton,,,,,,2,0,Unknown,Mathematics,,,,,,,,,,,,
,R Slezak Tom,,,,,,1,0,Unknown,Speech recognition,,,,,,,,,,,,
,Bauer Tt,,,,,,1,0,Unknown,Genetics,,,,,,,,,,,,
,Inoue Manami,,,,,637.3224,15,52,Unknown,Medicine,,,,,,,,,,,,
,Ruan Yu-hua,,,,,194.61098,20,6,Unknown,Medicine,,,,,,,,,,,,
,Kyung-Min Chung,,,,,500.93182,2,143,Unknown,Electrode,,,,,,,,,,,,
,Yi-shin Pan,,,,,367.48376,3,85,Unknown,Genetics,,,,,,,,,,,,
,M Braga-Neto Ulisses,,,,,,1,0,Unknown,Computer science,,,,,,,,,,,,
,C Scott Johnson,,,,,576.14465,6,309,Unknown,Acoustics,,,,,,,,,,,,
,J‐L Imler,,,,,169.54828,1,19,Unknown,Ecology,,,,,,,,,,,,
,"Venter, Willem DF",,,,,,1,0,Unknown,Unknown,,,,,,,,,,,,
,P Wu Rebecca,,,,,,1,0,Unknown,Unknown,,,,,,,,,,,,
,J Sarnowski Tomasz,,,,,,2,0,Unknown,Genetics,,,,,,,,,,,,
